Régime prioritaire;Régime particulier;Type de stationnement;Arrondissement;Nombre places calculées;Nombre places réelles;Zones Résidentielles;Localisation stationnement;Numéro voie;Type voie;Nom voie;Complément numéro voie;Localisation numéro;Parité;Longueur;Largeur;Surface calculée;Signalisation horizontale;Signalisation verticale;Conformité signalisation;Type mobilier;Numéro mobilier;Plage horaire 1-Début;Plage horaire 1-Fin;Plage horaire 2-Début;Plage horaire 2-Fin;Plage horaire 3-Début;Plage horaire 3-Fin;Nouvel identifiant;Ancien identifiant;Code voie Ville de Paris;Numéro séquentiel Tronçon voie;Numéro ilot;Numéro IRIS;Zone ASP;Numéro Section Territoriale de Voirie;Compétence préfecture;Dernière modification;Date du relevé;1er numéro tronçon voie;Dernier numéro tronçon voie;geo_shape;geo_point_2d
LIVRAISON;ZL périodique;Longitudinal;13;1;1;13L;Chaussée;27;RUE DE LA;BUTTE AUX CAILLES;;Droit;Impair;10.48096865;2.0;20.96153978;Présente;Absente;Conforme;;0;;;;;;;;139407G200509050515;1388;1750595837;;;13Z3;STV Sud-Est;;2020-07-31;2020-07-09;25;27;"{""coordinates"": [2.3492606413522727, 48.82760259434617], ""type"": ""Point""}";48.82760259434617, 2.3492606413522727
LIVRAISON;ZL périodique;Longitudinal;13;1;1;13J;Chaussée;1;RUE DU;JURA;;vis-à-vis;Pair;14.2803743;2.0;28.56084775;Présente;Absente;Conforme;;0;;;;;;;;512501D20081002165714;4990;750615043;;;13Z2;STV Sud-Est;;2023-11-20;2020-07-08;2;14;"{""coordinates"": [2.35595714013176, 48.83775385595511], ""type"": ""Point""}";48.83775385595511, 2.35595714013176
LIVRAISON;ZL périodique;Longitudinal;18;1;1;18F;Lincoln;1;PL;CONSTANTIN PECQUEUR;;Droit;Inconnu;5.70473931;2.0;11.40945106;Présente;Absente;Conforme;;0;;;;;;;;229102D20111215095646;2291;1750597946;;;18Z6;STV Nord-Ouest;;2022-03-30;2021-08-14;0;0;"{""coordinates"": [2.3380946464441807, 48.88895428709413], ""type"": ""Point""}";48.88895428709413, 2.3380946464441807
LIVRAISON;ZL périodique;Longitudinal;13;1;1;13J;Chaussée;2;RUE;NICOLAS RORET;;Droit;Pair;7.69633163;2.0;15.39277202;Présente;Absente;Conforme;;0;;;;;;;;676301D200509052424;6703;750615414;;;13Z2;STV Sud-Est;;2020-07-27;2020-07-08;2;6;"{""coordinates"": [2.3533280369553533, 48.83613184521945], ""type"": ""Point""}";48.83613184521945, 2.3533280369553533
LIVRAISON;ZL périodique;Longitudinal;17;1;1;17L;Chaussée;169;AV DE;WAGRAM;;Droit;Impair;9.9936697;2.0;19.9802547;Présente;Absente;Conforme;;0;;;;;;;;993317G200509054440;9903;1750598709;;;17ZE;STV Nord-Ouest;;2019-01-04;2020-08-31;157;173;"{""coordinates"": [2.30429993330275, 48.88664311566768], ""type"": ""Point""}";48.88664311566768, 2.30429993330275
LIVRAISON;ZL périodique;Longitudinal;13;1;1;13J;Chaussée;6;PL D';ITALIE;;Droit;Pair;10.09670246;2.0;20.19335627;Présente;Absente;Conforme;;0;;;;;;;;475506D200509051795;4683;750616572;;;13Z1;STV Sud-Est;;2020-07-30;2020-07-09;2;6;"{""coordinates"": [2.354493039855082, 48.83187073825701], ""type"": ""Point""}";48.83187073825701, 2.354493039855082
LIVRAISON;ZL périodique;Longitudinal;5;1;1;5E;Chaussée;65;RUE;LHOMOND;;Droit;Impair;9.38183761;2.0;18.76342652;Abimé;Absente;SH Non-conforme;;0;;;;;;;;564808G200509050787;5584;1750614016;;;05Z3;STV Sud;;2022-01-25;2022-01-25;63;65;"{""coordinates"": [2.3488434648854373, 48.84057129343298], ""type"": ""Point""}";48.84057129343298, 2.3488434648854373
LIVRAISON;ZL périodique;Longitudinal;11;1;1;11H;Chaussée;6;BD;RICHARD LENOIR;;Droit;Pair;10.25845143;2.0;20.52892914;Présente;Absente;Conforme;;0;;;;;;;;820818D200509052147;8197;750609494;;;11Z3;STV Nord-Est;;2019-01-04;2020-08-31;2;14;"{""coordinates"": [2.370036252175759, 48.85433561543141], ""type"": ""Point""}";48.85433561543141, 2.370036252175759
LIVRAISON;ZL permanente;Longitudinal;6;1;1;6G;Chaussée;110;RUE;NOTRE-DAME DES CHAMPS;;Droit;Pair;11.00947609;2.0;22.01932488;Abimé;Absente;SH Non-conforme;;0;;;;;;;;683813D200509050814;6779;750614071;;;06Z3;STV Sud;;2022-02-10;2022-02-10;96;128;"{""coordinates"": [2.33436058395891, 48.8407596203585], ""type"": ""Point""}";48.8407596203585, 2.33436058395891
LIVRAISON;ZL périodique;Longitudinal;20;1;1;20G;Chaussée;4;RUE DE LA;REUNION;;Droit;Pair;10.2845944;2.0;20.56898641;Présente;Absente;Conforme;;0;;;;;;;;818001D20111003160618;8165;750594981;;;20Z4;STV Nord-Est;;2019-01-04;2020-08-31;2;16;"{""coordinates"": [2.403816935584057, 48.85268808792662], ""type"": ""Point""}";48.85268808792662, 2.403816935584057
LIVRAISON;ZL périodique;Longitudinal;3;1;1;3E;Chaussée;5;RUE;BLONDEL;;Droit;Impair;13.23721181;2.0;26.47486344;Présente;Absente;Conforme;;0;;;;;;;;102101G20080923112924;1033;1750603994;;;03Z1;STV Centre;;2019-01-04;2020-08-31;1;9;"{""coordinates"": [2.3546253007040954, 48.86853334462772], ""type"": ""Point""}";48.86853334462772, 2.3546253007040954
LIVRAISON;ZL périodique;Longitudinal;2;1;1;2E;Chaussée;9;RUE D';UZES;;Droit;Impair;9.4734807;2.0;19.00900447;Abimé;Absente;SH Non-conforme;;0;;;;;;;;953501G200509050668;9597;1750603322;;;02Z1;STV Centre;;2019-11-18;2020-08-31;1;21;"{""coordinates"": [2.3447101967306008, 48.87049621661618], ""type"": ""Point""}";48.87049621661618, 2.3447101967306008
LIVRAISON;ZL périodique;Longitudinal;12;1;1;12J;Lincoln;34;ALL;VIVALDI;;Droit;Pair;8.31796914;2.0;16.63600159;Abimé;Absente;SH Non-conforme;;1;;;;;;;;989102D200509053130;9860;750613789;;;12ZF;STV Sud-Est;;2019-01-04;2020-08-31;8;42;"{""coordinates"": [2.3902842007696496, 48.84179786194001], ""type"": ""Point""}";48.84179786194001, 2.3902842007696496
LIVRAISON;ZL permanente;Longitudinal;17;1;1;17R;Chaussée;41;RUE DES;BATIGNOLLES;;Droit;Impair;9.64999601;2.0;19.29966704;Présente;Absente;Conforme;;0;;;;;;;;072006G200509050366;0704;1750594128;;;17ZJ;STV Nord-Ouest;;2025-07-07;2023-08-15;33;45;"{""coordinates"": [2.3200129307174495, 48.88546332568], ""type"": ""Point""}";48.88546332568, 2.3200129307174495
LIVRAISON;ZL permanente;Longitudinal;2;1;1;2E;Chaussée;2;RUE DE;DAMIETTE;;Droit;Pair;12.38924525;2.0;24.77820235;Présente;Absente;Conforme;;0;;;;;;;;252801D20070620105913;2521;750604250;;;02Z1;STV Centre;;2020-08-07;2020-07-16;2;6;"{""coordinates"": [2.348483449950999, 48.86777459406705], ""type"": ""Point""}";48.86777459406705, 2.348483449950999
LIVRAISON;ZL périodique;Longitudinal;15;1;1;15K;Chaussée;2;RUE;CEPRE;;Droit;Pair;14.06589342;2.0;28.11992414;Présente;Absente;Conforme;;0;;;;;;;;164601D200509050897;1643;750612268;;;15Z4;STV Sud-Ouest;;2023-12-13;2023-08-09;2;22;"{""coordinates"": [2.3042078048931978, 48.84612913121113], ""type"": ""Point""}";48.84612913121113, 2.3042078048931978
LIVRAISON;ZL périodique;Longitudinal;11;1;1;11L;Chaussée;67;RUE;LEON FROT;;Droit;Impair;9.5932696;2.0;19.17975079;Présente;Absente;Conforme;;0;;;;;;;;555409G200509051282;5486;1750608447;;;11Z3;STV Nord-Est;;2019-01-04;2020-08-31;63;69;"{""coordinates"": [2.385214610576205, 48.856949282727555], ""type"": ""Point""}";48.856949282727555, 2.385214610576205
LIVRAISON;ZL périodique;Longitudinal;4;1;1;34F;Chaussée;4;IMP;GUEMENEE;;Droit;Pair;7.59944878;2.0;15.19848995;Présente;Absente;Conforme;;0;;;;;;;;436501D200509050369;4329;750609389;;;04Z3;STV Centre;;2022-01-05;2022-01-05;2;8;"{""coordinates"": [2.3658051001138967, 48.854087040719385], ""type"": ""Point""}";48.854087040719385, 2.3658051001138967
LIVRAISON;ZL périodique;Longitudinal;15;1;1;15M;Chaussée;22;RUE;ROUELLE;;Droit;Pair;9.39098691;2.0;18.78213425;Présente;Absente;Conforme;;0;;;;;;;;838401D200509054164;8349;750610802;;;15Z2;STV Sud-Ouest;;2019-12-04;2020-08-31;18;34;"{""coordinates"": [2.2873582180425474, 48.85034460353929], ""type"": ""Point""}";48.85034460353929, 2.2873582180425474
LIVRAISON;ZL périodique;Longitudinal;14;1;1;14L;Contre terre plein;3;RUE;FROIDEVAUX;;Centre;Inconnu;6.49995744;2.0;12.99962385;Présente;Absente;Conforme;;0;;;;;;;;387303D200509051146;3881;750615835;;;14Z4A;STV Sud;;2019-10-31;2020-08-31;0;0;"{""coordinates"": [2.330604493398363, 48.8345557747555], ""type"": ""Point""}";48.8345557747555, 2.330604493398363
LIVRAISON;ZL périodique;Longitudinal;14;1;1;14F;Chaussée;6;AV DE LA;PORTE DE MONTROUGE;;Droit;Pair;7.61932926;2.0;15.23907702;Abimé;Absente;SH Non-conforme;;0;;;;;;;;768101D20091201132008;7655;750618576;;;14Z2B;STV Sud;;2019-01-04;2020-08-31;2;12;"{""coordinates"": [2.3228524677928664, 48.82323019960072], ""type"": ""Point""}";48.82323019960072, 2.3228524677928664
LIVRAISON;ZL périodique;Longitudinal;16;1;1;16V;Chaussée;144;QU;LOUIS BLERIOT;;Droit;Pair;10.14628863;2.0;20.29259537;Présente;Absente;Conforme;;0;;;;;;;;576606D200509053104;5707;750613902;;;16Z6;STV Sud-Ouest;;2022-01-02;2022-01-02;102;154;"{""coordinates"": [2.268905621101087, 48.841445414779336], ""type"": ""Point""}";48.841445414779336, 2.268905621101087
LIVRAISON;ZL périodique;Longitudinal;15;2;2;15K;Chaussée;21;RUE;LEON LHERMITTE;;Droit;Impair;15.07868321;2.0;30.15790086;Présente;Absente;Conforme;;0;;;;;;;;556803G20140214095953;5497;1750613256;;;15Z3;STV Sud-Ouest;;2023-12-20;2023-08-10;21;23;"{""coordinates"": [2.298238723947046, 48.842970723027946], ""type"": ""Point""}";48.842970723027946, 2.298238723947046
LIVRAISON;ZL permanente;Longitudinal;2;1;1;2E;Chaussée;88;RUE;REAUMUR;;Droit;Pair;8.03222711;2.0;16.06439809;Présente;Absente;Conforme;;;;;;;;;56241;;8073;750604538;;;02Z1;STV Centre;;2025-12-16;2025-12-16;86;92;"{""coordinates"": [2.3501350047875764, 48.86674386876634], ""type"": ""Point""}";48.86674386876634, 2.3501350047875764
LIVRAISON;ZL périodique;Longitudinal;17;1;1;17U;Lincoln;2;BD;BESSIERES;;Droit;Pair;10.00543555;2.0;20.01134106;Présente;Absente;Conforme;;;;;;;;;37835;;0938;750596529;;;17ZA;STV Nord-Ouest;;2021-06-28;2021-03-01;2;22;"{""coordinates"": [2.32826933765009, 48.89774112785567], ""type"": ""Point""}";48.89774112785567, 2.32826933765009
LIVRAISON;ZL permanente;Longitudinal;19;1;1;19N;Chaussée;5;RUE DU;DOCTEUR POTAIN;;Droit;Impair;13.81186535;2.0;27.62388686;Présente;Absente;Conforme;;;;;;;;;56371;;2892;1750601702;;;19Z8;STV Nord-Est;;2025-12-22;2025-12-22;1;9;"{""coordinates"": [2.3978971875849346, 48.8758211814189], ""type"": ""Point""}";48.8758211814189, 2.3978971875849346
LIVRAISON;ZL permanente;Longitudinal;19;1;1;19N;Chaussée;32;RUE DU;DOCTEUR POTAIN;;vis-à-vis;Impair;11.03280529;2.0;22.0656216;Présente;Absente;Conforme;;;;;;;;;56383;;2892;1750601145;;;19Z8;STV Nord-Est;;2025-12-22;2025-12-22;23;27;"{""coordinates"": [2.397863352618807, 48.87796769797973], ""type"": ""Point""}";48.87796769797973, 2.397863352618807
LIVRAISON;ZL périodique;Longitudinal;17;1;1;17E;Chaussée;9;RUE DU;GENERAL LANREZAC;;Droit;Impair;10.04179095;2.0;20.08347335;Présente;Absente;Conforme;;;;;;;;;53627;;4032;1750601405;;;17ZG;STV Nord-Ouest;;2025-03-24;2025-03-24;9;11;"{""coordinates"": [2.294115170746119, 48.876431061629646], ""type"": ""Point""}";48.876431061629646, 2.294115170746119
LIVRAISON;ZL permanente;Longitudinal;13;1;1;13L;Chaussée;9;RUE;RICAUT;;Droit;Impair;11.99996605;2.0;24.00014114;Présente;Absente;Conforme;;;;;;;;;45948;;8193;1750617189;;;13Z4;STV Sud-Est;;2022-08-03;2022-09-01;1;17;"{""coordinates"": [2.3613843104586003, 48.8296527474748], ""type"": ""Point""}";48.8296527474748, 2.3613843104586003
LIVRAISON;ZL périodique;Longitudinal;19;1;1;19H;Chaussée;11;RUE;EDOUARD PAILLERON;;Droit;Impair;8.19988925;2.0;16.40008109;Présente;Absente;Conforme;;;;;;;;;56589;;3176;1750600193;;;19Z4;STV Nord-Est;;2025-12-23;2025-12-23;11;15;"{""coordinates"": [2.3759412121281964, 48.88029320885151], ""type"": ""Point""}";48.88029320885151, 2.3759412121281964
LIVRAISON;ZL périodique;Longitudinal;17;1;1;17G;Chaussée;3;RUE;GALVANI;;Droit;Impair;7.07228435;2.0;14.14472331;Présente;Absente;Conforme;;;;;;;;;53738;;3935;1750599300;;;17ZD;STV Nord-Ouest;;2025-03-31;2025-03-31;1;15;"{""coordinates"": [2.292446271442421, 48.88384363243849], ""type"": ""Point""}";48.88384363243849, 2.292446271442421
LIVRAISON;ZL permanente;Longitudinal;17;1;1;17F;Chaussée;1;RUE D';ARMENONVILLE;;Droit;Pair;10.10448946;2.0;20.20889049;Présente;Absente;Conforme;;;;;;;;;53744;;0428;750594422;;;17ZD;STV Nord-Ouest;;2025-03-31;2025-03-31;2;6;"{""coordinates"": [2.281015756826161, 48.88102670500605], ""type"": ""Point""}";48.88102670500605, 2.281015756826161
LIVRAISON;ZL permanente;Longitudinal;20;1;1;20R;Chaussée;18;RUE DU;CAPITAINE FERBER;;Droit;Pair;9.73538388;2.0;19.4714191;Présente;Absente;Conforme;;;;;;;;;51262;;1495;750605138;;;20Z3;STV Nord-Est;;2024-04-25;2023-08-16;10;26;"{""coordinates"": [2.405282727512052, 48.86535299175278], ""type"": ""Point""}";48.86535299175278, 2.405282727512052
LIVRAISON;ZL périodique;Longitudinal;5;1;1;5F;Contre allée;72;BD;SAINT-MARCEL;;Droit;Pair;9.2317197;2.0;18.46296851;Présente;Absente;Conforme;;0;;;;;;;;869008D200509051345;8912;750614954;;;05Z4;STV Sud;;2022-01-12;2022-01-12;70;84;"{""coordinates"": [2.3539312749192085, 48.83755448145948], ""type"": ""Point""}";48.83755448145948, 2.3539312749192085
LIVRAISON;ZL périodique;Longitudinal;17;1;1;17H;Chaussée;1;RUE;SAUSSIER-LEROY;;Droit;Impair;10.19734894;2.0;20.39462797;Abimé;Absente;SH Non-conforme;;0;;;;;;;;884501G200509053781;8481;1750600428;;;17ZG;STV Nord-Ouest;;2020-09-03;2020-08-25;1;19;"{""coordinates"": [2.2967039876788276, 48.87918631346678], ""type"": ""Point""}";48.87918631346678, 2.2967039876788276
LIVRAISON;ZL périodique;Longitudinal;13;2;2;13R;Lincoln;;RUE;JEANNE D'ARC;Angle de la RUE DOCTEUR;Droit;Impair;17.90588519;2.0;35.81106733;Présente;Absente;Conforme;;0;;;;;;;;493007G200509051900;4828;1750616388;;;13Z4;STV Sud-Est;;2020-08-25;2020-07-02;83;95;"{""coordinates"": [2.3645433248217764, 48.83255820839779], ""type"": ""Point""}";48.83255820839779, 2.3645433248217764
LIVRAISON;ZL périodique;Longitudinal;7;1;1;7H;Chaussée;;PL DE;FONTENOY - UNESCO;en face de l'UNESCO;Droit;Impair;9.60334381;2.0;19.00009241;Présente;Absente;Conforme;;0;;;;;;;;372904G20081014144822;3741;1750610725;;;07Z2;STV Sud;;2019-01-04;2020-08-31;11;0;"{""coordinates"": [2.305596160811451, 48.850186754534455], ""type"": ""Point""}";48.850186754534455, 2.305596160811451
LIVRAISON;ZL périodique;Longitudinal;17;1;1;17S;Chaussée;;RUE;EMILE LEVEL;angle rue de la Jonquiere;Droit;Pair;11.98923331;2.0;23.88097004;Présente;Absente;Conforme;;0;;;;;;;;324603D20130828142459;3278;750597109;;;17ZA;STV Nord-Ouest;;2019-01-04;2020-08-31;26;40;"{""coordinates"": [2.3192668323495846, 48.894475256994085], ""type"": ""Point""}";48.894475256994085, 2.3192668323495846
LIVRAISON;ZL périodique;Longitudinal;16;1;1;16I;Contre allée;91;AV;KLEBER;;vis-à-vis;Impair;9.92726134;2.0;19.85421815;Présente;Absente;Conforme;;0;;;;;;;;515911G200509052593;5055;1750605953;;;16Z2;STV Sud-Ouest;;2019-01-04;2020-08-31;81;95;"{""coordinates"": [2.2880412593316186, 48.86391628100582], ""type"": ""Point""}";48.86391628100582, 2.2880412593316186
LIVRAISON;ZL périodique;Longitudinal;15;1;1;15S;Chaussée;68;RUE;BRANCION;;Droit;Pair;9.65505275;2.0;19.31025375;Présente;Absente;Conforme;;0;;;;;;;;125503D200509050712;1264;750616452;;;15Z7;STV Sud-Ouest;;2019-01-04;2020-08-31;28;70;"{""coordinates"": [2.3031750669503706, 48.83242835370099], ""type"": ""Point""}";48.83242835370099, 2.3031750669503706
LIVRAISON;ZL permanente;Longitudinal;8;1;1;8F;Chaussée;2;RUE DU;COMMANDANT RIVIERE;;Droit;Pair;10.01064973;2.0;20.02128606;Présente;Absente;Conforme;;0;;;;;;;;223701D200509050557;2239;750602579;;;08Z2;STV Nord-Ouest;;2019-01-04;2020-08-31;2;12;"{""coordinates"": [2.3098085371586237, 48.872830096711645], ""type"": ""Point""}";48.872830096711645, 2.3098085371586237
LIVRAISON;ZL permanente;Longitudinal;16;2;2;16T;Chaussée;21;AV;PERRICHONT;;Droit;Impair;15.0179892;2.0;30.46030954;Présente;Absente;Conforme;;0;;;;;;;;729001G20140117115112;7240;1750611020;;;16Z4;STV Sud-Ouest;;2019-01-04;2020-08-31;13;25;"{""coordinates"": [2.2729511885405675, 48.84951686324454], ""type"": ""Point""}";48.84951686324454, 2.2729511885405675
LIVRAISON;ZL permanente;Longitudinal;12;1;1;12H;Chaussée;8;AV DU;TRONE;;Droit;Pair;8.24810803;2.0;16.4961834;Présente;Absente;Conforme;;0;;;;;;;;947205D200509053047;9462;750611569;;;12ZB;STV Sud-Est;;2024-11-13;2023-07-31;2;10;"{""coordinates"": [2.3981296294960455, 48.84789121768944], ""type"": ""Point""}";48.84789121768944, 2.3981296294960455
LIVRAISON;ZL permanente;Longitudinal;17;1;1;17L;Chaussée;83;RUE DE;TOCQUEVILLE;;Droit;Impair;5.09999501;2.0;10.19983709;Abimé;Absente;SH Non-conforme;;0;;;;;;;;933013G200509054110;9311;1750598387;;;17ZB;STV Nord-Ouest;;2021-11-02;2021-08-08;83;91;"{""coordinates"": [2.308039564838293, 48.88707232763468], ""type"": ""Point""}";48.88707232763468, 2.308039564838293
LIVRAISON;ZL permanente;Longitudinal;8;1;1;8F;Chaussée;45;RUE DE;BERRI;;Droit;Impair;10.05171579;2.0;20.10317219;Présente;Absente;Conforme;;0;;;;;;;;090404G200509050296;0907;1750602107;;;08Z2;STV Nord-Ouest;;2024-04-18;2020-08-13;45;49;"{""coordinates"": [2.307761744619242, 48.874452865906164], ""type"": ""Point""}";48.874452865906164, 2.307761744619242
LIVRAISON;ZL périodique;Longitudinal;11;2;2;11L;Chaussée;4;RUE;EMILE LEPEU;;vis-à-vis;Impair;16.38759271;2.0;32.77491569;Présente;Absente;Conforme;;0;;;;;;;;324201G200509050663;3276;1750608823;;;11Z3;STV Nord-Est;;2019-01-04;2020-08-31;1;27;"{""coordinates"": [2.38703101802446, 48.85561897050818], ""type"": ""Point""}";48.85561897050818, 2.38703101802446
LIVRAISON;ZL permanente;Longitudinal;2;1;1;2E;Chaussée;104;RUE;REAUMUR;;Droit;Inconnu;8.26785966;2.0;16.53580664;Présente;Absente;Conforme;;;;;;;;;56224;;8073;1750604388;;;02Z1;STV Centre;;2025-12-16;2025-12-16;0;0;"{""coordinates"": [2.347664860868591, 48.86728256836977], ""type"": ""Point""}";48.86728256836977, 2.347664860868591
LIVRAISON;ZL permanente;Longitudinal;2;1;1;2E;Chaussée;92;RUE;REAUMUR;;Droit;Impair;8.06602552;2.0;16.1322363;Présente;Absente;Conforme;;;;;;;;;56234;;8073;1750604538;;;02Z1;STV Centre;;2025-12-16;2025-12-16;67;73;"{""coordinates"": [2.349598524783158, 48.86685987386006], ""type"": ""Point""}";48.86685987386006, 2.349598524783158
LIVRAISON;ZL périodique;Longitudinal;13;1;1;13L;Chaussée;176;RUE;NATIONALE;;vis-à-vis;Impair;11.93998873;2.0;23.87967955;Présente;Absente;Conforme;;;;;;;;;45394;;6634;1750616560;;;13Z4;STV Sud-Est;;2022-06-10;2021-07-20;153;167;"{""coordinates"": [2.3631761016533948, 48.831927385460574], ""type"": ""Point""}";48.831927385460574, 2.3631761016533948
LIVRAISON;ZL permanente;Longitudinal;11;1;1;11E;Chaussée;4;RUE;DEGUERRY;;Droit;Pair;8.54304071;2.0;17.08552306;Présente;Absente;Conforme;;;;;;;;;56269;;2656;750604028;;;11Z1;STV Nord-Est;;2025-12-19;2025-12-19;2;4;"{""coordinates"": [2.3727632259074043, 48.86847079229896], ""type"": ""Point""}";48.86847079229896, 2.3727632259074043
LIVRAISON;ZL permanente;Longitudinal;4;1;1;4E;Chaussée;28;RUE DU;PONT LOUIS-PHILIPPE;;Droit;Pair;11.86145636;2.0;23.72268053;Présente;Absente;Conforme;;;;;;;;;50018;;7573;750608709;;;04Z2;STV Centre;;2023-09-15;2023-07-16;26;30;"{""coordinates"": [2.356518555747927, 48.856035059540005], ""type"": ""Point""}";48.856035059540005, 2.356518555747927
LIVRAISON;ZL périodique;Longitudinal;4;1;1;4E;Chaussée;4;RUE DU;PONT LOUIS-PHILIPPE;;Droit;Pair;10.11703498;2.0;20.23444293;Présente;Absente;Conforme;;;;;;;;;4424;;7573;750609111;;;04Z2;STV Centre;;2023-09-15;2023-07-16;4;14;"{""coordinates"": [2.355292806218762, 48.85469126396988], ""type"": ""Point""}";48.85469126396988, 2.355292806218762
LIVRAISON;ZL permanente;Longitudinal;2;1;1;2E;Chaussée;83;BD DE;SEBASTOPOL;;Centre;Impair;14.95734063;2.0;29.91453296;Présente;Absente;Conforme;;;;;;;;;38970;;8525;1750605500;;;02Z1;STV Centre;;2021-09-24;2021-04-01;81;89;"{""coordinates"": [2.3516290772560176, 48.86469548552228], ""type"": ""Point""}";48.86469548552228, 2.3516290772560176
LIVRAISON;ZL permanente;Longitudinal;19;1;1;19L;Chaussée;20;AV;SIMON BOLIVAR;;Droit;Pair;11.56005115;2.0;23.18073399;Présente;Absente;Conforme;;;;;;;;;56458;;8603;750602217;;;19Z6;STV Nord-Est;;2025-12-23;2025-08-24;2;34;"{""coordinates"": [2.3835412733271926, 48.87436378815631], ""type"": ""Point""}";48.87436378815631, 2.3835412733271926
LIVRAISON;ZL permanente;Longitudinal;4;1;1;4E;Chaussée;28;RUE DU;TEMPLE;;Droit;Pair;14.46434804;2.0;28.92781411;Présente;Absente;Conforme;;;;;;;;;50342;;9158;750607591;;;04Z2;STV Centre;;2023-10-16;2023-07-16;26;32;"{""coordinates"": [2.3538783876632148, 48.85921890761645], ""type"": ""Point""}";48.85921890761645, 2.3538783876632148
LIVRAISON;ZL permanente;Longitudinal;19;1;1;19F;Terre plein;8;PL DE LA;BATAILLE DE STALINGRAD;;Droit;Impair;10.28495019;2.0;20.56955256;Présente;Absente;Conforme;;;;;;;;;56174;;0703;1750599489;;;10Z3;STV Nord-Est;;2025-12-29;2025-12-15;3;7;"{""coordinates"": [2.36919090057589, 48.883348727285025], ""type"": ""Point""}";48.883348727285025, 2.36919090057589
LIVRAISON;ZL périodique;Longitudinal;18;1;1;18R;Chaussée;1;RUE;ARTHUR RANC;;Droit;Impair;10.00000952;2.0;20.00057694;Présente;Absente;Conforme;;;;;;;;;43122;;0445;1750596511;;;18Z7;STV Nord-Ouest;;2021-12-02;2021-12-02;1;3;"{""coordinates"": [2.333586563697247, 48.8980434057886], ""type"": ""Point""}";48.8980434057886, 2.333586563697247
LIVRAISON;ZL permanente;Longitudinal;14;1;1;14L;Chaussée;22;RUE;DEPARCIEUX;;Droit;Impair;13.49970384;2.0;26.99875715;Présente;Absente;Conforme;;;;;;;;;56858;;2716;1750615458;;;14Z4A;STV Sud;;2026-01-05;2026-01-05;1;25;"{""coordinates"": [2.325862474918848, 48.83557279718174], ""type"": ""Point""}";48.83557279718174, 2.325862474918848
LIVRAISON;ZL permanente;Longitudinal;5;1;1;5J;Chaussée;50;RUE DES;BERNARDINS;;Droit;Pair;10.2637527;2.0;20.52761688;Présente;Absente;Conforme;;;;;;;;;50369;;0898;750611429;;;05Z2;STV Sud;;2023-10-23;2023-10-23;48;52;"{""coordinates"": [2.349169178403212, 48.848187215457266], ""type"": ""Point""}";48.848187215457266, 2.349169178403212
LIVRAISON;ZL périodique;Longitudinal;19;1;1;19M;Chaussée;44;RUE;MANIN;;Droit;Pair;12.37534507;2.0;24.6300438;Présente;Absente;Conforme;;;;;;;;;56910;;5903;750594131;;;19Z7;STV Nord-Est;;2026-01-05;2025-08-24;42;46;"{""coordinates"": [2.3918467244532757, 48.884542712798236], ""type"": ""Point""}";48.884542712798236, 2.3918467244532757
